plain_text_def,plain_text_term,gpt-3.5-turbo terms,gpt-4 terms
"[1-d Adinkras]
Let n be a non-negative integer.  An 1-d Adinkra with n colors is (V,E,c,μ,h) where: 



  * (V,E) is a finite undirected graph (called the underlying graph of the Adinkra) with vertex set[In <cit.>, there is also a bipartition of the vertices, where some vertices are represented by open circles and called bosons, and other vertices are represented by filled circles and called fermions.  This is not necessary to include in our definition, because the bipartition can be obtained directly by taking the grading h modulo 2, which is a bipartition by property 4 below.] V and edge set E.

  * c:E→ [n] := {1,…,n} is a map called the coloring . We require that for every v∈ V and i ∈ [n], there exists exactly one w∈ V so that (v,w)∈ E and c(v,w)=i. We also require that every two-colored simple cycle be of length 4 (A simple cycle is one which does not repeat vertices other than the starting vertex; A two-colored cycle is one where the set of colors of the edges has cardinality 2).

  * μ:E→_2={0,1} is a map called the dashing .  The parity of μ on a cycle given by vertices (v_0,…,v_k) is defined as the sum

    ∑_i=0^k-1μ(v_i,v_i+1)2.

We require that the parity of μ on every two-colored simple cycle to be odd. Such a dashing μ is called admissible .

  * h:V→ is a map called the grading . We require that if (v,w)∈ E, then |h(v)-h(w)|=1. Equivalently, h provides a height function that makes (V,E) into the Hasse diagram of a ranked poset.

",1-d Adinkra;underlying graph;coloring;simple;two-colored;dashing;parity;admissible;grading,"1-d Adinkras###non-negative integer###1-d Adinkra###n colors###(V,E,c,μ,h)###finite undirected graph###underlying graph###Adinkra###vertex set###bipartition###vertices###open circles###bosons###filled circles###fermions###coloring###map###edge set###map###two-colored simple cycle###length 4###simple cycle###starting vertex###two-colored cycle###set of colors###cardinality 2###dashing###parity###cycle###vertices###admissible###grading###map###Hasse diagram###ranked poset",1-d Adinkra###underlying graph of the Adinkra###coloring###dashing###admissible###grading###Hasse diagram###ranked poset
"[Vertex switching]
Given an Adinkra A, and a vertex v of A, we define vertex switching at v to be the operation on A that returns a new Adinkra A̅ with the same vertices, edges, coloring, and grading but a new dashing μ̅ so that

    μ̅(e)=
    1-μ(e),   
    μ(e),

We leave to the reader to check that μ̅ is still an admissible dashing; since the vertices, edges, coloring, and grading(s) are the same, A̅ remains an Adinkra. We also use a vertex switching of A to refer to a composition of vertex switchings at various vertices of A. 
",vertex switching at v;vertex switching of A,Vertex switching###Adinkra###dashing###admissible dashing###composition,Vertex switching
"[2-d Adinkras]
Let p and q be non-negative integers. A 2-d Adinkra with (p,q) colors is a 1-d Adinkra (V,E,c,μ,h) with p+q colors, and two grading functions h_L:V→ and h_R:V→ so that


  * h(v)=h_L(v)+h_R(v).

  * Let e be an edge.  If c(e)≤ p then e is called a left-moving edge ; if c(e)>p then it is called a right-moving edge . Similarly, the first p colors are called left-moving colors and the last q colors are called right-moving colors .

  * if (v,w) is a left-moving edge, then |h_L(v)-h_L(w)|=1 and h_R(v)=h_R(w).  If (v,w) is a right-moving edge, then |h_R(v)-h_R(w)|=1 and h_L(v)=h_L(w).

","2-d Adinkra with (p,q) colors;left-moving edge;right-moving edge;left-moving colors;right-moving colors",2-d Adinkras###p###q###1-d Adinkra###V###E###c###μ###h###grading functions###h_L###h_R###left-moving edge###right-moving edge###left-moving colors###right-moving colors###left-moving edge###right-moving edge###h_L###h_R,2-d Adinkra###left-moving edge###right-moving edge###left-moving colors###right-moving colors
"[Weights for left-moving and right-moving colors; ESDE codes]
Recall that for any vector x⃗∈_2^n, the weight of x⃗, denoted (x⃗), is the number of 1's in x⃗.  Likewise, _L(x⃗) is the the number of 1's in the first p bits and _R(x⃗) is the number of 1's in the last q bits of x⃗. Let a code C, along with the parameters (p,q), be called a even-split doubly even (ESDE) code if C is doubly-even and all codewords x⃗ in C have both _L(x⃗) and _R(x⃗) even.
",weight;even-split doubly even (ESDE) code,weight###_L(x⃗)###_R(x⃗)###even-split doubly even (ESDE) code###doubly-even###codewords###parameters###p###q,weight of x⃗ ### _L(x⃗) ### _R(x⃗) ### even-split doubly even (ESDE) code
"[Finitely supported distribution model]
Let p be a probability measure on  with finite support S. Enumerating the elements in S from 1 to |S| we rewrite p as p=(p_1,p_2,…, p_|S|); the corresponding
rotor configurations are written as ^(1),…, ^(|S|)∈^_d. 
We call the rotor distribution a finitely supported distribution if we sample a rotor sequence in every vertex independently and identically distributed according to p.
",finitely supported distribution,finitely supported distribution###rotor distribution###rotor sequence###vertex###probability measure###finite support###rotor configurations###independently and identically distributed###,finitely supported distribution
"[Uniform rotation model]
Fix a rotor sequence ∈.
Let π∈ S_d+1 be the permutation on the d+1 symbols {0,…,d} defined by the rotation π:n↦ n+1  (d+1). We denote by π the rotor sequence given by a point-wise use of π on :
π(x):=π ((x)), x∈.
We call the rotor distribution a uniform rotation if we sample a rotor sequence in every vertex independently and identically distributed according to the uniform distribution on the set  of all d+1 rotations of : {, π, π^2, …, π^d}.
",uniform rotation,uniform rotation###rotor sequence###permutation###rotation###rotor distribution###vertex###uniform distribution###rotations###d+1,uniform rotation
"[Uniform shift model]
Let ^(1)=(a_n)_n∈∈ be an L-periodic rotor sequence. Let S^(i): (a_n)_n∈↦ (a_n+i)_n∈ be the shift operator and define ^(i)=S^(i-1)^(1) for i∈{2,…, L}.
We call the rotor distribution a uniform shift if we sample a rotor sequence in every vertex independently and identically distributed according to the uniform distribution on the set  all possible shifts of
: {^(1), …, ^(L)}.
",uniform shift,uniform shift###rotor sequence###shift operator###rotor distribution###vertex###uniform distribution###set###possible shifts###L,Uniform shift model###rotor distribution###uniform shift###rotor sequence
"Let T be a rooted binary tree on n leaves that results from Algorithm <ref>. Then, T is called greedy from the bottom tree or GFB tree for short and is denoted by T^gfb_n.",GFB tree,GFB tree###T^gfb_n,greedy from the bottom tree###GFB tree
"[<cit.>] 
The Colless index of a rooted binary tree T is defined as 

    𝒞(T)    = ∑_v ∈V(T)  bal_T(v) 
       = ∑_v ∈V(T)|κ_T(v_1) - κ_T(v_2) |,

where v_1 and v_2 denote the children of v.
",Colless index,Colless index###rooted binary tree###𝒞(T)###V(T)###bal_T(v)###κ_T(v_1)###κ_T(v_2),Colless index
"[GFB tree]
Let T be a rooted binary tree on n leaves that results from Algorithm <ref>. Then, T is called greedy from the bottom tree or GFB tree for short and is denoted by T^gfb_n.
",greedy from the bottom tree;GFB tree,GFB tree###T^gfb_n,greedy from the bottom tree###GFB tree
"[<cit.>]  
Let T be a rooted binary tree. Then, its Sackin index is defined as 

    𝒮(T) = ∑_u  ∈ V(T) n_u,

where n_u denotes the number of leaves of the subtree of T rooted at u.
",Sackin index,Sackin index###rooted binary tree###subtree###leaves###,Sackin index###n_u
" Let G be of type B_ℓ, ℓ≥ 2. Let
ω_1 be the highest weight of the standard orthogonal module of dimension
2ℓ+1. Assume 0≤ r≤ p-1. 
Then the following hold.


  (a) H^0(rω_1) is simple unless
(i) p=2 and r=1 or (ii) p>2 and there exists a positive odd integer m such that

    r+2ℓ-1≤ mp≤ 2r+2ℓ-2.
  

  (b) If (i) holds  then the  quotient H^0(ω_1)/L(ω_1) 
is the one-dimensional trivial module.

  (c) If (ii) holds then  m is unique and 

    H^0(rω_1)/L(rω_1)≅ H^0(r_1ω_1),

where r_1=mp-2ℓ+1-r.
Furthermore the module H^0(r_1ω_1) is simple.

  (d) We have

    L(rω_1)=
    2ℓ,    if  (i) holds.
    2ℓ+r2ℓ-2ℓ+r-22ℓ-mp-r+12ℓ+mp-r-12ℓ,    if (ii) holds.
    2ℓ+r2ℓ-2ℓ+r-22ℓ,     otherwise.


",odd,B_ℓ###ω_1###H^0###r###p###m###mp###r_1###L(rω_1),H^0(rω_1) ### one-dimensional trivial module ### H^0(rω_1)/L(rω_1) ### H^0(r_1ω_1) ### L(rω_1)
" Let G be of type D_ℓ, ℓ≥ 3.
 Let ω_1 be the highest weight of the standard orthogonal module of dimension 2ℓ. Assume 0≤ r≤ p-1.  Then the following hold.


  (a) Suppose that
 there exists a positive even integer m such that

    r+2ℓ-2 ≤ mp≤ 2r+2ℓ-3.

Then m is unique and 

    H^0(rω_1)/L(rω_1)≅ H^0(r_1ω_1),

where 
r_1=mp-2ℓ+2-r. 
Furthermore the module H^0(r_1ω_1) is simple.

  (b) Otherwise, H^0(rω_1) is simple.

  (c) We have

    L(rω_1)=2ℓ+r-12ℓ-1-2ℓ+r-32ℓ-1-mp-r+12ℓ-1+mp-r-12ℓ-1   ,    in (a).
    2ℓ+r-12ℓ-1-2ℓ+r-32ℓ-1,     in (b).


",even,D_ℓ###highest weight###standard orthogonal module###dimension###positive even integer###unique###simple###module###H^0(rω_1)###L(rω_1)###r_1###simple###simple###L(rω_1)###2ℓ+r-12ℓ-1-2ℓ+r-32ℓ-1-mp-r+12ℓ-1+mp-r-12ℓ-1###2ℓ+r-12ℓ-1-2ℓ+r-32ℓ-1,H^0(rω_1)/L(rω_1)###H^0(r_1ω_1)###H^0(rω_1)###L(rω_1)
"
Following <cit.>, for a combinatorial structure 𝒳 we use term motion for the minimal degree of the automorphism group (𝒳),


    (𝒳) := ((𝒳)).

",Motion,motion###automorphism group,motion
"[Metsch <cit.>]
Let μ≥ 1, λ^(1), λ^(2) and m be integers. Assume that X is a connected graph with the following properties.


  * Each pair of 
adjacent vertices has at least λ^(1) and at most λ^(2) common neighbors.

  * Each pair of non-adjacent vertices has at most μ common neighbors.

  *   2λ^(1)-λ^(2)>(2m-1)(μ-1)-1.

  * Every vertex has fewer than (m+1)(λ^(1)+1)-1/2m(m+1)(μ-1) neighbors.


Define a line to be a maximal clique C satisfying |C|≥λ^(1)+2-(m-1)(μ-1). Then every vertex is on at most m lines, and every pair of adjacent vertices lies in a unique line. 

",line,line###maximal clique###adjacent vertices###common neighbors###connected graph,line
"[Motion]
Following <cit.>, for a combinatorial structure 𝒳 we use term motion for the minimal degree of the automorphism group (𝒳),


    (𝒳) := ((𝒳)).


",motion,motion###automorphism group###combinatorial structure,motion
" A regular graph is called edge-regular if every pair of adjacent vertices has the same number λ of common neighbors.
",edge-regular,edge-regular###regular graph###common neighbors###adjacent vertices,edge-regular
" A regular graph is called amply regular if every pair of vertices at distance 2 has the same number μ of common neighbors.
",amply regular,amply regular###regular graph,amply regular
" Let X be a graph. Denote by V(X) and E(X) the set of vertices and the set of edges of X. The line graph of X is the graph L(X) with the set of vertices E(X), in which distinct e_1, e_2∈ E(X) are adjacent if they (as edges of X) share a vertex. 
",line graph,graph###vertices###edges###line graph,line graph
"
 A connected graph X of diameter d is called distance-regular if for every 0≤ i≤ d there exist constants a_i, b_i, c_i such that for any v∈ X and any w∈ N_i(v) the number of edges between w and N_i(v) is a_i, between w and N_i-1(v)  is c_i, and between w and N_i+1(v) is b_i. The sequence
 
    ι(X) = {b_0, b_1,…, b_d-1; c_1, c_2,…, c_d}

 is called the intersection array of X.
",distance-regular;intersection array,distance-regular###diameter###connected graph###constants###edges###sequence###intersection array,distance-regular###intersection array
"
The sequence (u_i(θ))_i=0^d is called the standard sequence of X corresponding to the eigenvalue θ.
",standard sequence,standard sequence of X###eigenvalue,standard sequence
"
A distance-regular graph X is called geometric if there exists a collection 𝒞 of Delsarte cliques such that every edge of X lies in exactly one clique of 𝒞.
",geometric,geometric###distance-regular graph###collection###Delsarte cliques###edge###clique,geometric###Delsarte cliques
"
Let d≥ 2 and Ω be a set of s≥ 2d points. The Johnson graph J(s,d) is a graph on the set V(J(s,d)) = Ωd of n = sd vertices, for which two vertices are adjacent if and only if the corresponding subsets U_1, U_2⊆Ω differ by exactly one element, i.e., |U_1∖ U_2| = |U_2∖ U_1| = 1.
",Johnson graph,"Johnson graph###J(s,d)###graph###set###vertices###adjacent###subsets###element",Johnson graph
"
Let Ω be a set of s≥ 2 points. The Hamming graph H(d, s) is a graph on the set V(H(d, s)) = Ω^d of n = s^d vertices, for which a pair of vertices is adjacent if and only if the corresponding d-tuples v_1, v_2 differ in precisely one position. In other words, if the Hamming distance d_H(v_1, v_2) for the corresponding tuples equals 1.
",Hamming graph,Hamming graph###vertices###adjacent###d-tuples###Hamming distance,Hamming graph###Hamming distance
" The direct product of a Hamming graph H(t, 4) with ℓ≥ 1 copies of the Shrikande graph is called a Doob graph . 
",Doob graph,Doob graph###,Doob graph
" A distance-regular graph of diameter d with parameters

    k = s(t+1), λ = s-1,  c_i = 1  and  b_i = k - s  (for i=1, …, d-1),  c_d = t+1

is called a generalized 2d-gon of order (s, t) . 
","generalized 2d-gon of order (s, t)",distance-regular graph###diameter###parameters###k###λ###c_i###b_i###generalized 2d-gon###order###s###t,"generalized 2d-gon of order (s, t)"
" Let Ω be a set and ℜ = {R_1, R_2, …, R_d} be a partition of Ω×Ω (R_i≠∅). The pair 𝔛 = (Ω, ℜ) is called a coherent configuration if the following properties hold.


  * For every i∈ [d], if (x, x)∈ R_i for some x∈Ω, then (y, z)∉ R_i for any y≠ z∈Ω.

  * For every i∈ [d] there exists i^* such that, if (x, y)∈ R_i, then (y, x)∈ R_i^*.

  * For every i, j, t∈ [d] there exists a number p_i,j^t, such that for any pair (x, y)∈ R_t there exist exactly p_i,j^t vertices z∈Ω such that (x, z) ∈ R_i and (z, y) ∈ R_j.    

The number d of classes in the partition ℜ is called the rank of 𝔛.
",coherent configuration;rank,coherent configuration###rank,coherent configuration###rank of 𝔛
"x(p), y(p), Up-runs and down-runs.

Given a point p ∈ℝ^2, we denote the x-coordinate of p by x(p) and the y-coordinate by y(p).
When we denote a set of points by p_1, …, p_n, we assume that x(p_i)<x(p_i+1) for all 1≤ i≤ n-1.
Consider a set of points = {p_1,…,p_n}.
If y(p_i)≤ y(p_i+1) for all 1≤ i≤ n-1, then we say that  is an n-up-run , or simply an up-run .
If y(p_i)> y(p_i+1) for all 1≤ i≤ n-1, then we say that  is an n-down-run , or simply a down-run .
","x(p), y(p), Up-runs and down-runs.;n-up-run;up-run;n-down-run;down-run","x(p), y(p), up-run, down-run###",x(p)###y(p)###n-up-run###up-run###n-down-run###down-run
"The Erdős-Szekeres on-line game, A_m,k.

Let m,k ≥ 1.
In each step of the game A_m,k, player A chooses a value x̂∈ (0,1) and then player B chooses a value ŷ∈ (0,1), forming a point (x̂,ŷ) in (0,1) × (0,1).
The game ends when after some turn there is either an m-up-run or a k-down-run.
Let player A have the objective of ending the game in the fewest number of turns, and player B in the greatest number of turns.
We denote by (m,k) the number of turns a game of A_m,k will take when both players play optimally, which we call the Erdős-Szekeres on-line number.",Erdős-Szekeres on-line game;̋ Erdős-Szekeres on-line number,"Erdős-Szekeres on-line game###A_m,k###m-up-run###k-down-run###Erdős-Szekeres on-line number",Erdős-Szekeres on-line game###Erdős-Szekeres on-line number
"Quadrants of a point.

Let  be a point set in (0,1) × (0,1) and let p' ∈.
Then the north-east quadrant of p' is  (p')  = { p ∈ : y(p') < y(p)  &  x(p') < x(p) }.
The north-west quadrant , south-west quadrant and south-east quadrant of p' are defined similarly and are denoted by (p'), (p') and (p'), respectively.
",Quadrants of a point.;north-east quadrant of p';north-west quadrant;south-west quadrant;south-east quadrant of p',north-east quadrant###north-west quadrant###south-west quadrant###south-east quadrant,north-east quadrant###north-west quadrant###south-west quadrant###south-east quadrant
