term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
Twisted $U^2$ norm,"\label{thm:intg:twistedU2def}
	Let $a,b \in \Z$ and $g : \Z_M \rightarrow \R$.
	The $(a,b)$-twisted $U^2$ norm of $g$ with respect to $X_1,X_2$ is
	\begin{align*}
		\| g \|_{\boxtimes_{a,b}(X_1 \times X_2)}^4 =
		\E_{x^{(0)},x^{(1)} \in X_1 \times X_2} 
		\textstyle\prod\limits_{ \omega \in \{0,1\}^2 }
		g( a x_1^{(\omega_1)} + b x_2^{(\omega_2)} ).		
	\end{align*}
	When $a=b=1$ we simply write $\| g \|_{\boxtimes(X_1 \times X_2)}$.",/home/shufan/que_tex/primescplx1.tex,definition[],"
	Let a,b ∈ and g : _M →.
	The (a,b)-twisted U^2 norm of g with respect to X_1,X_2 is
	
    g _⊠_a,b(X_1 × X_2)^4 =
    		_x^(0),x^(1)∈ X_1 × X_2∏_ω∈{0,1}^2 
    		g( a x_1^(ω_1) + b x_2^(ω_2) ).

	When a=b=1 we simply write g _⊠(X_1 × X_2).",Twisted U^2 norm,"
	Let a,b ∈ and g : _M →.
	The (a,b)-B_MATH_TERM I_MATH_TERM I_MATH_TERM of g with respect to X_1,X_2 is
	
    g _⊠_a,b(X_1 × X_2)^4 =
    		_x^(0),x^(1)∈ X_1 × X_2∏_ω∈{0,1}^2 
    		g( a x_1^(ω_1) + b x_2^(ω_2) ).

	When a=b=1 we simply write g _⊠(X_1 × X_2).",O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
paths,"
\RM The elements of $\Lambda _{p}$ are called $p$-\emph{paths} on $V$.
",/home/shufan/que_tex/dforms.tex,definition + \emph{},"
The elements of Λ _p are called p-paths on V.
",paths,"
The elements of Λ _p are called p-B_MATH_TERM on V.
",O O O O O O O O O O
\ join,"
\RM For all $p,q\geq -1$ and for any two paths $u\in \Lambda _{p}$ and $v\in
\Lambda _{q}$ define their\emph{\ join} $uv\in \Lambda _{p+q+1}$ as follows:%
\begin{equation}
\left( uv\right)
^{i_{0}...i_{p}j_{0}...j_{q}}=u^{i_{0}...i_{p}}v^{j_{0}...j_{q}}.
\label{uvdef}
\end{equation}
",/home/shufan/que_tex/dforms.tex,definition + \emph{},"
For all p,q≥ -1 and for any two paths u∈Λ _p and v∈Λ _q define their join uv∈Λ _p+q+1 as follows:

    ( uv)
    ^i_0...i_pj_0...j_q=u^i_0...i_pv^j_0...j_q.

", join,"
For all p,q≥ -1 and for any two paths u∈Λ _p and v∈Λ _q define theirB_MATH_TERM I_MATH_TERM uv∈Λ _p+q+1 as follows:

    ( uv)
    ^i_0...i_pj_0...j_q=u^i_0...i_pv^j_0...j_q.

",O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O
forms,"
\RM The elements of $\Lambda ^{p}$ are called $p$-\emph{forms} on $V$.
",/home/shufan/que_tex/dforms.tex,definition + \emph{},"
The elements of Λ ^p are called p-forms on V.
",forms,"
The elements of Λ ^p are called p-B_MATH_TERM on V.
",O O O O O O O O O O
perfect,"
\RM We say that a path complex $P$ is \emph{perfect}, if any subsequence of
any allowed elementary path of $P$ is also an allowed path.
",/home/shufan/que_tex/dforms.tex,definition + \emph{},"
We say that a path complex P is perfect, if any subsequence of
any allowed elementary path of P is also an allowed path.
",perfect,"
We say that a path complex P is B_MATH_TERM, if any subsequence of
any allowed elementary path of P is also an allowed path.
",O O O O O O O O O O O O O O O O O O O O O O O O
monotone,"
\RM We say that a path complex $P$ is \emph{monotone}, if there is an
injective real-valued function on the vertex set of $P$ that is strictly
monotone increasing along any path from $P$.
",/home/shufan/que_tex/dforms.tex,definition + \emph{},"
We say that a path complex P is monotone, if there is an
injective real-valued function on the vertex set of P that is strictly
monotone increasing along any path from P.
",monotone,"
We say that a path complex P is B_MATH_TERM, if there is an
injective real-valued function on the vertex set of P that is strictly
monotone increasing along any path from P.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
invariant,"
\RM The elements of $\Omega _{n}$ are called $\partial $-\emph{invariant} $n$%
-paths.
",/home/shufan/que_tex/dforms.tex,definition + \emph{},"
The elements of Ω _n are called ∂-invariant n
-paths.
",invariant,"
The elements of Ω _n are called ∂-B_MATH_TERM n
-paths.
",O O O O O O O O O O
ordered,"\label{def:F}\begin{enumerate}[i)]
\item Suppose we have a partition $\lambda$ and a tuple $b=(b_1,\dots,b_{\lambda_1})$  with $b_1 \geq b_2 \geq \dots \geq b_{\lambda_1} \geq 0$ and $\lambda'_j \geq b_j$ for all $j=1,\dots,{\lambda_1}$. With this we define the Young Tableaux $F(\lambda,b):=(\lambda , f_{i,j})$ with entries $f_{i,j} \in  \{  0,1 \}$ given by \[ f_{i,j} = \begin{cases} 1 \,, & \text{ if } i > b_i \\ 0 \,, & \text{ else}
\end{cases}\,.\]
As an example we have with  $\lambda=(4,2,2,1)$ ($\lambda'=(4,3,1,1)$) and $b=(2,1,1,0)$
\[ F_1 = F(\lambda,b) = F((4,3,1,1)',(2,1,1,0)) = {\ytableausetup{centertableaux, boxsize=1.3em}	\begin{ytableau}
	0 & 0 &  0 & 1 \\
	0 &  1\\
	1 & 1 \\
	1
	\end{ytableau}}\,. \]
\item We call a tableaux $F(\lambda,b)$ 1-\emph{ordered}, when there are no $(i,j), (i+1,j+1) \in D(\lambda)$, with $f_{i,j} = f_{i+1,j+1} = 1$. In analogy to the horizontal and vertical equalities we define
\begin{align*}
v_1(F(\lambda,b,M)) &=  \#\left\{ (i,j) \in D(\lambda) \mid f_{i,j} = f_{i+1,j} = 1\right\} \,, \\
h_1(F(\lambda,b,M)) &=  \#\left\{ (i,j) \in D(\lambda) \mid f_{i,j} = f_{i,j+1} = 1\right\}  \,,
\end{align*}
which counts the number of vertical and horizontal equalities of cells containing a $1$. For the above example it is  $v_1(F_1)=2$ and $h_1(F_1)=1$.
\end{enumerate}
		
",/home/shufan/que_tex/interpol_mzv_schur.tex,definition + \emph{},"

  * Suppose we have a partition λ and a tuple b=(b_1,…,b_λ_1)  with b_1 ≥ b_2 ≥…≥ b_λ_1≥ 0 and λ'_j ≥ b_j for all j=1,…,λ_1. With this we define the Young Tableaux F(λ,b):=(λ , f_i,j) with entries f_i,j∈{  0,1 } given by 
    f_i,j =  1  ,     if  i > b_i 
     0  ,     else .

As an example we have with  λ=(4,2,2,1) (λ'=(4,3,1,1)) and b=(2,1,1,0)

    F_1 = F(λ,b) = F((4,3,1,1)',(2,1,1,0)) = centertableaux, boxsize=1.3em
    	0     0      0     1 
    
    	0      1
    
    	1     1 
    
    	1
    	 .


  * We call a tableaux F(λ,b) 1-ordered, when there are no (i,j), (i+1,j+1) ∈ D(λ), with f_i,j = f_i+1,j+1 = 1. In analogy to the horizontal and vertical equalities we define

    v_1(F(λ,b,M))    =  #{ (i,j) ∈ D(λ) | f_i,j = f_i+1,j = 1} , 
    
    h_1(F(λ,b,M))    =  #{ (i,j) ∈ D(λ) | f_i,j = f_i,j+1 = 1} ,

which counts the number of vertical and horizontal equalities of cells containing a 1. For the above example it is  v_1(F_1)=2 and h_1(F_1)=1.

		
",ordered,"

  * Suppose we have a partition λ and a tuple b=(b_1,…,b_λ_1)  with b_1 ≥ b_2 ≥…≥ b_λ_1≥ 0 and λ'_j ≥ b_j for all j=1,…,λ_1. With this we define the Young Tableaux F(λ,b):=(λ , f_i,j) with entries f_i,j∈{  0,1 } given by 
    f_i,j =  1  ,     if  i > b_i 
     0  ,     else .

As an example we have with  λ=(4,2,2,1) (λ'=(4,3,1,1)) and b=(2,1,1,0)

    F_1 = F(λ,b) = F((4,3,1,1)',(2,1,1,0)) = centertableaux, boxsize=1.3em
    	0     0      0     1 
    
    	0      1
    
    	1     1 
    
    	1
    	 .


  * We call a tableaux F(λ,b) 1-B_MATH_TERM, when there are no (i,j), (i+1,j+1) ∈ D(λ), with f_i,j = f_i+1,j+1 = 1. In analogy to the horizontal and vertical equalities we define

    v_1(F(λ,b,M))    =  #{ (i,j) ∈ D(λ) | f_i,j = f_i+1,j = 1} , 
    
    h_1(F(λ,b,M))    =  #{ (i,j) ∈ D(λ) | f_i,j = f_i,j+1 = 1} ,

which counts the number of vertical and horizontal equalities of cells containing a 1. For the above example it is  v_1(F_1)=2 and h_1(F_1)=1.

		
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
forcing,"
	Let $k$ be a positive integer and let $\e>0$. Let $Q$ be a multiset with elements chosen from $\cG$ (with arbitrary multiplicity). We say that $Q$ is $(k,\a)$-\emph{forcing} if the set of all arrays $r\in \cG$ with $r.q=0$ for at least $\a|Q|$ choices $q\in Q$ is contained in a set of the from $\sum_{I\subset \lbrack d\rbrack,I\neq \emptyset} V_I\otimes \F_2^{I^c}$ for some choice of subspaces $V_I\s \F_2^{I}$ of dimension at most $k$. %\textbf{***NB I have changed this definition: you originally wrote $(k,\e)$-forcing and put $1-\e$ instead of $\a$ in the condition, but I don't think that's the definition you actually use.}
	",/home/shufan/que_tex/1809.10938.tex,definition + \emph{},"
	Let k be a positive integer and let >0. Let Q be a multiset with elements chosen from  (with arbitrary multiplicity). We say that Q is (k,)-forcing if the set of all arrays r∈ with r.q=0 for at least |Q| choices q∈ Q is contained in a set of the from ∑_I⊂ d,I≠∅ V_I⊗_2^I^c for some choice of subspaces V_I_2^I of dimension at most k. 
	",forcing,"
	Let k be a positive integer and let >0. Let Q be a multiset with elements chosen from  (with arbitrary multiplicity). We say that Q is (k,)-B_MATH_TERM if the set of all arrays r∈ with r.q=0 for at least |Q| choices q∈ Q is contained in a set of the from ∑_I⊂ d,I≠∅ V_I⊗_2^I^c for some choice of subspaces V_I_2^I of dimension at most k. 
	",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$l$-system," \label{ksystem}
Suppose that we build a collection of subspaces as follows. We begin with a subspace $U\subset\F_2^{n_1}$. Then for each $u_1\in U$ we take a subspace $U_{u_1}\subset\F_2^{n_2}$, for each $u_1\in U$ and $u_2\in U_{u_1}$ we take a subspace $U_{u_1,u_2}\subset\F_2^{n_2}$, and so on up to subspaces $U_{u_1,\dots,u_{d-1}}$. Now let $Q$ be the multiset that consists of all tensors $u_1\otimes\dots\otimes u_d$ such that $u_1\in U, u_2\in U_{u_1},\dots,u_d\in U_{u_1,\dots,u_{d-1}}$. If all the subspaces in the collection have codimension at most $l$, then we say that $Q$ is an \emph{$l$-system}.
",/home/shufan/que_tex/1809.10938.tex,definition + \emph{}," 
Suppose that we build a collection of subspaces as follows. We begin with a subspace U⊂_2^n_1. Then for each u_1∈ U we take a subspace U_u_1⊂_2^n_2, for each u_1∈ U and u_2∈ U_u_1 we take a subspace U_u_1,u_2⊂_2^n_2, and so on up to subspaces U_u_1,…,u_d-1. Now let Q be the multiset that consists of all tensors u_1⊗…⊗ u_d such that u_1∈ U, u_2∈ U_u_1,…,u_d∈ U_u_1,…,u_d-1. If all the subspaces in the collection have codimension at most l, then we say that Q is an l-system.
",l-system," 
Suppose that we build a collection of subspaces as follows. We begin with a subspace U⊂_2^n_1. Then for each u_1∈ U we take a subspace U_u_1⊂_2^n_2, for each u_1∈ U and u_2∈ U_u_1 we take a subspace U_u_1,u_2⊂_2^n_2, and so on up to subspaces U_u_1,…,u_d-1. Now let Q be the multiset that consists of all tensors u_1⊗…⊗ u_d such that u_1∈ U, u_2∈ U_u_1,…,u_d∈ U_u_1,…,u_d-1. If all the subspaces in the collection have codimension at most l, then we say that Q is an B_MATH_TERM.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
degenerate,"
	Let $k$ be a positive integer. We say that $r\in \cG$ is $k$-\emph{degenerate} if there is a collection of subspaces $H_I\subset\F_2^I$, one for each non-empty proper subset $I\s \lbrack d\rbrack$ and each one of dimension at most $k$, such that $r\in \sum_{I\subset \lbrack d-1 \rbrack,I\neq \emptyset}H_I\otimes H_{I^c}$.
",/home/shufan/que_tex/1809.10938.tex,definition + \emph{},"
	Let k be a positive integer. We say that r∈ is k-degenerate if there is a collection of subspaces H_I⊂_2^I, one for each non-empty proper subset I d and each one of dimension at most k, such that r∈∑_I⊂ d-1 ,I≠∅H_I⊗ H_I^c.
",degenerate,"
	Let k be a positive integer. We say that r∈ is k-B_MATH_TERM if there is a collection of subspaces H_I⊂_2^I, one for each non-empty proper subset I d and each one of dimension at most k, such that r∈∑_I⊂ d-1 ,I≠∅H_I⊗ H_I^c.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Refine$(\phi,\psi)$","[\textbf{Refine}]\label{def:refine}
Let $\phi=(B_1,\ldots, B_r)$ and  $\psi=(C_1,\ldots,C_s)$ be two ordered partitions of a set  $V$ and a subset $W \subseteq V$, respectively.
{\em Refining $\phi$ by $\psi$} creates the new ordered partition of $V$, denoted by 
\textit{Refine$(\phi,\psi)$}, obtained by replacing in $\phi$ each class $B_i$  by the ordered sequence of classes $(B_i\cap C_1, \ldots, B_i\cap C_s,B_i \setminus (C_1 \cup \dots \cup C_s)=B_i\setminus W)$ and keeping only nonempty classes.
",/home/shufan/que_tex/Similarity-First_Search__pre-print_.tex,definition + \textit{},"[Refine]
Let ϕ=(B_1,…, B_r) and  ψ=(C_1,…,C_s) be two ordered partitions of a set  V and a subset W ⊆ V, respectively.
Refining ϕ by ψ creates the new ordered partition of V, denoted by 
Refine(ϕ,ψ), obtained by replacing in ϕ each class B_i  by the ordered sequence of classes (B_i∩ C_1, …, B_i∩ C_s,B_i ∖ (C_1 ∪…∪ C_s)=B_i∖ W) and keeping only nonempty classes.
","Refine(ϕ,ψ)","[Refine]
Let ϕ=(B_1,…, B_r) and  ψ=(C_1,…,C_s) be two ordered partitions of a set  V and a subset W ⊆ V, respectively.
Refining ϕ by ψ creates the new ordered partition of V, denoted by 
B_MATH_TERM, obtained by replacing in ϕ each class B_i  by the ordered sequence of classes (B_i∩ C_1, …, B_i∩ C_s,B_i ∖ (C_1 ∪…∪ C_s)=B_i∖ W) and keeping only nonempty classes.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
mi;gcd;gcd;gcd;gcd;gcd,"\label{sect3-1t}
Any labeling $\mathcal{M}$ of elements in a finite atomic lattice $P$ by monomials satisfying the following two conditions will yield a weak coordinatization of the lattice $P$.\\
(C1) If $p\in \emph{mi}(P)$ then $m_{p}\neq 1$.\\
(C2) If $\emph{gcd}(m_{p}, m_{q})\neq 1$ for some $p, q \in P$ then either $p$ and $q$ must be comparable, or
$$r(p)=\frac{m_{p}}{\emph{gcd}(m_{p}, m_{q})}\neq 1\mbox{ and } r(q)=\frac{m_{q}}{\emph{gcd}(m_{p}, m_{q})}\neq 1$$
and if $x, y$ are in $\{s\in P-\{q\}: \emph{gcd}(m_p, m_s)\neq 1\}$ or $\{s\in P-\{p\}: \emph{gcd}(m_q, m_s)\neq 1\}$, then $x$ and $y$ are comparable.
",/home/shufan/que_tex/1610.03405.tex,theorem + \emph{},"
Any labeling ℳ of elements in a finite atomic lattice P by monomials satisfying the following two conditions will yield a weak coordinatization of the lattice P.

(C1) If p∈mi(P) then m_p≠ 1.

(C2) If gcd(m_p, m_q)≠ 1 for some p, q ∈ P then either p and q must be comparable, or

    r(p)=m_p/gcd(m_p, m_q)≠ 1 r(q)=m_q/gcd(m_p, m_q)≠ 1

and if x, y are in {s∈ P-{q}: gcd(m_p, m_s)≠ 1} or {s∈ P-{p}: gcd(m_q, m_s)≠ 1}, then x and y are comparable.
",mi;gcd;gcd;gcd;gcd;gcd,"
Any labeling ℳ of elements in a finite atomic lattice P by monomials satisfying the following two conditions will yield a weak coordinatization of the lattice P.

(C1) If p∈ B_MATH_TERM(P) then m_p≠ 1.

(C2) If B_MATH_TERM(m_p, m_q)≠ 1 for some p, q ∈ P then either p and q must be comparable, or

    r(p)=m_p/B_MATH_TERM(m_p, m_q)≠ 1 r(q)=m_q/B_MATH_TERM(m_p, m_q)≠ 1

and if x, y are in {s∈ P-{q}: B_MATH_TERM(m_p, m_s)≠ 1} or {s∈ P-{p}: B_MATH_TERM(m_q, m_s)≠ 1}, then x and y are comparable.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
atoms;atoms,"\label{sect5-2t} Let $P$, $Q\in\mathcal{L}(n)$ and $\emph{atoms}(P)=\emph{atoms}(Q)$.
If $P\succ Q$, then the element in $P$ corresponding to $T$ is meet-irreducible in $P$ where $T\in \mathcal{S}_{P}-\mathcal{S}_{Q}$.
",/home/shufan/que_tex/1610.03405.tex,theorem + \emph{}," Let P, Q∈ℒ(n) and atoms(P)=atoms(Q).
If P≻ Q, then the element in P corresponding to T is meet-irreducible in P where T∈𝒮_P-𝒮_Q.
",atoms;atoms," Let P, Q∈ℒ(n) and B_MATH_TERM(P)=B_MATH_TERM(Q).
If P≻ Q, then the element in P corresponding to T is meet-irreducible in P where T∈𝒮_P-𝒮_Q.
",O O O O O O O O O O O O O O O O O O O O O O
atoms;supp;atoms;supp,"\label{sect4-1t}
Let $P\in \mathcal{L}(n)$. If for any $p\in P-\emph{atoms}(P)-\{0\}$, there exist two elements $a_{i}, a_{j}\in \emph{supp}(p)$ such that $p=a_{i}\vee a_{j}$ satisfying that $N([a_{r}\vee a_{k}, 1])< N([p, 1])$ for a fixed element $r$ in $\{i,j\}$ and any $a_{k}\in \emph{atoms}(P)-\emph{supp}(p)$, then the labeling $\mathcal{C}$ of $P$ as defined by (\ref{eq5.2}) is a weak coordinatization.
",/home/shufan/que_tex/1610.03405.tex,theorem + \emph{},"
Let P∈ℒ(n). If for any p∈ P-atoms(P)-{0}, there exist two elements a_i, a_j∈supp(p) such that p=a_i∨ a_j satisfying that N([a_r∨ a_k, 1])< N([p, 1]) for a fixed element r in {i,j} and any a_k∈atoms(P)-supp(p), then the labeling 𝒞 of P as defined by (<ref>) is a weak coordinatization.
",atoms;supp;atoms;supp,"
Let P∈ℒ(n). If for any p∈ P-B_MATH_TERM(P)-{0}, there exist two elements a_i, a_j∈ B_MATH_TERM(p) such that p=a_i∨ a_j satisfying that N([a_r∨ a_k, 1])< N([p, 1]) for a fixed element r in {i,j} and any a_k∈ B_MATH_TERM(P)-B_MATH_TERM(p), then the labeling 𝒞 of P as defined by (<ref>) is a weak coordinatization.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
supp;supp,"\label{sect4-2t}
Let $P$ be a finite super-atomic lattice and $p\in P$. Then the labeling $\mathcal{C}$ of $P$ as defined by (\ref{eq5.2}) is a strong coordinatization if and only if either $N([a_i\vee a_k, 1])\leq N([a_r\vee a_k, 1])$ or $N([a_j\vee a_k, 1])\leq N([a_r\vee a_k, 1])$ for any $a_k, a_r \in \emph{supp}(p)$ where $p=a_i\vee a_j$ with $a_i, a_j \in\emph{supp}(p)$.
",/home/shufan/que_tex/1610.03405.tex,theorem + \emph{},"
Let P be a finite super-atomic lattice and p∈ P. Then the labeling 𝒞 of P as defined by (<ref>) is a strong coordinatization if and only if either N([a_i∨ a_k, 1])≤ N([a_r∨ a_k, 1]) or N([a_j∨ a_k, 1])≤ N([a_r∨ a_k, 1]) for any a_k, a_r ∈supp(p) where p=a_i∨ a_j with a_i, a_j ∈supp(p).
",supp;supp,"
Let P be a finite super-atomic lattice and p∈ P. Then the labeling 𝒞 of P as defined by (<ref>) is a strong coordinatization if and only if either N([a_i∨ a_k, 1])≤ N([a_r∨ a_k, 1]) or N([a_j∨ a_k, 1])≤ N([a_r∨ a_k, 1]) for any a_k, a_r ∈ B_MATH_TERM(p) where p=a_i∨ a_j with a_i, a_j _MATH_TERM(p).
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
